index,id,MLS,Price,Latitude,Longitude,LandSize,SizeInterior,Bedrooms,Bathrooms
38,24443259,202211449,28900,50.565426,-100.580515,0,918,2,1
39,24880182, NB079333,29000,47.822815,-64.6817,7104.174,1200,3,1
40,25036354, NB081755,29000,46.178125,-65.876849,16988.4,778,2,1
41,25021486, A2009328,29000,52.91807038,-112.4666701,4500,1472,1,1
42,24627279,202215891,29000,50.433773,-100.589245,0,800,1,1
43,24691552, SK903471,29500,50.830465,-108.038852,6000,606,2,1
44,24819542,1249366,29900,47.780714,-53.47119,16344.6,1392,3,1
45,24981397, NB081247,29900,48.01854,-66.42052,7502.4383,1118,0,1
46,24652318,1247284,29900,47.955698,-53.327928,0,1050,3,1
47,24980320,12641923,29900,48.60384241,-79.40726294,14548.48724,1092,4,2
48,24738818,13057317,29900,49.13590776,-68.37004588,5007.36628,0,3,0
49,24408473,40259522,29900,45.31619137,-79.0632314,0,561,2,1
50,24973289, NB081214,29900,46.586212,-66.15045,33238.9232,714,2,0
51,25015436, SK911937,29900,52.771149,-108.291985,6000,684,2,1
52,24652318,1247284,29900,47.955698,-53.327928,0,1050,3,1
53,24981397, NB081247,29900,48.01854,-66.42052,7502.4383,1118,0,1
54,24840555,202221497,29900,51.059411,-99.515186,19250,1456,3,2
55,24973289, NB081214,29900,46.586212,-66.15045,33238.9232,714,2,0
56,24837767, NB078811,30000,45.377357,-66.770327,43560,432,1,0
57,24793567, SK906309,30000,49.388107,-101.873551,6325,545,1,1
58,24171931, M141119,30500,46.729858,-65.421893,9493.7598,975,3,1
59,24638722, SK902009,31000,51.22502,-109.389072,6250,1781,5,1
60,25000650, SK911627,31500,50.467275,-104.62659,3127,600,2,1
61,23882474, SK878742,31900,49.002095,-102.546572,12500,864,2,1
62,24042874, SK884730,32000,49.209779,-108.386538,6300,933,4,2
63,24377269, SK893884,32000,50.062739,-108.789384,12200,144,0,0
64,24134274, SK887659,32300,50.842333,-101.706618,6000,784,2,1
65,24658681, SK902595,32900,49.175909,-101.449313,3960,660,2,1
66,24827516, SK907088,33000,51.563016,-101.891988,12207,876,2,1
67,24861137, NB079083,33000,45.80916,-65.50809,0,775,2,1
68,24639543, SK902063,33000,52.440404,-109.156401,7000,1056,2,1
69,24804680,202220590,33500,50.140989,-101.029492,0,882,2,1
70,24871762, SK908503,34500,52.169247,-109.510497,5750,1076,3,1
71,24420540, SK894881,34900,49.175245,-101.625265,12000,1088,3,1
72,24434474, SK895373,34900,49.669362,-107.002206,5980,864,2,1
73,24865174, NB079133,34900,46.63849,-64.76625,87120,1300,3,1
74,24485957, NB073523,34900,47.678074,-65.69278,0,710,2,1
75,24776968,1248854,34900,48.005619,-53.749481,11544,1200,3,1
76,24889606, SK908891,34900,52.708866,-107.559981,25000,784,2,1
77,24427859,40262472,34900,45.31786091,-79.06282744,0,562,2,1
78,23763852,202125726,34900,51.225257,-101.351362,0,720,2,1
79,25001835,202224775,35000,44.67609,-64.24267508,0,0,1,0
80,24575634,25437244,35000,48.68815572,-79.40347195,32657,0,1,1
81,24798993, SK906507,35000,51.711238,-109.244209,7000,728,3,1
82,25048724, SK913742,35000,51.646405,-103.533748,6000,780,2,1
83,24651321, SK902430,35000,50.060583,-108.792126,12200,460,1,1
84,24711185,5153,35000,69.44423,-133.037517,8229,1600,3,1
85,24838856, SK907454,35000,52.861037,-102.387858,6000,514,2,1
86,24941638,202224244,35000,51.15104,-100.49049,0,889,3,1
87,24939357, SK910144,35000,50.376036,-102.574015,0,1134,3,1
88,24591987,14013686,35000,45.45793238,-72.65064205,0,360,0,1
89,24772725, M146611,35000,45.794546,-64.989307,0,178,0,0
90,24447639,40264447,35900,45.31619137,-79.0632314,0,561,2,1
91,25008274, SK911807,36000,50.460564,-104.622823,3125,631,2,1
92,25043583, SK913520,36000,50.460657,-104.620765,3125,840,2,1
93,24942628, SK910274,36000,50.454225,-104.620847,3130,677,2,1
94,24893841, NB079455,36000,45.174945,-67.30024,19166.4,1050,3,1
95,24645707,202216551,36000,50.982087,-99.664062,0,704,2,1
96,24777071, A1251865,36000,55.779015,-118.832707,7000,530,1,1
97,24991309,202225394,36500,49.854174,-100.936837,5850,600,2,1
98,24844164, SK907870,36900,50.38487,-105.53846,6200,860,0,0
99,24865133, NB079136,37000,48.06247,-66.37103,6673.618,1000,1,2
100,24801598,1249097,37000,47.649465,-53.209069,10258,865,1,1
101,24813516, SK906863,37500,50.460103,-104.636733,3125,740,2,1
102,24892266, SK909024,37800,50.46702,-104.630061,3127,714,2,1
103,24527010, SK898872,38000,50.459442,-104.628186,3126,714,2,1
104,24981760,15977021,38000,49.75906,-77.630843,3500.42028,908.47,5,2
105,24666410, SK902577,38000,53.56622,-105.881561,1680,400,2,1
106,24341335, SK892808,38000,49.389508,-101.597417,5750,720,2,1
107,24865175, NB079132,38000,48.00168,-66.65408,5005.2135,600,3,1
108,24688059, SK903385,38600,50.830423,-108.040213,6000,892,2,1
109,24786146, SK906159,38800,50.459182,-104.632495,4693,792,2,1
110,24884148,202222895,38900,50.73589,-101.019841,0,1100,3,1
111,24935022, SK910090,39000,49.66982,-107.00107,11761.2,1124,6,1
112,24723634,202218543,39000,49.845319,-100.935835,0,773,2,1
113,23217226, A1109149,39000,55.709009,-116.90058,10000,912,2,1
114,24999295, SK911591,39000,50.37722,-102.578819,6250,616,2,1
115,24163216, SK887813,39000,51.920681,-109.140473,13500,560,2,2
116,24498387, SK898155,39000,51.565521,-101.891488,6500,778,3,1
117,24193868, SK889071,39000,51.148822,-108.758335,6250,675,2,1
118,24553071,202214164,39500,49.67634,-100.71267,6200,570,1,1
119,24880180,1249846,39500,48.014067,-53.258425,24000,1708,3,1
120,24805048, SK906654,39800,51.634319,-102.4415,6000,676,2,1
121,24493926,1245572,39900,49.614532,-54.565156,10000,975,3,1
122,24579442, SK900417,39900,49.632553,-105.988782,5750,440,1,1
123,24880217, SK908731,39900,50.457463,-104.640869,3749,700,2,1
124,24735851, SK904540,39900,50.460156,-104.623958,4689,780,2,1
125,24902157, SK909267,39900,50.219279,-103.445399,8375,3161,4,2
126,24981831,202225189,39900,50.25222,-99.84497,10980,930,3,1
127,24972580, SK910921,39900,52.415486,-104.499141,5716,720,2,1
128,25050362, SK913668,39900,52.772955,-108.28404,6000,581,1,1
129,24824613, SK907265,39900,51.71783,-105.433558,4400,432,1,1
130,24711729, SK904049,39900,51.715381,-105.426648,5350,1488,0,0
131,24824167, SK907196,39900,52.861298,-102.392476,0,900,2,1
132,24843539, SK907848,39900,51.152449,-108.609006,37026,914,0,0
133,24980697, SK911203,39900,50.461018,-104.62707,3118,892,2,1
134,24922383, SK909770,39900,50.396315,-105.516839,8350,674,3,1
135,24975398, SK911043,39900,50.833056,-108.035164,0,1246,6,2
136,25054198,202225871,39900,43.864313,-65.938462,0,0,2,1
137,24925249, M147422,39900,46.506316,-65.087357,1951,340,1,1
138,24610215, NB075091,39900,45.469407,-66.419441,0,952,2,1
139,24931345,1250486,39900,47.757309,-53.988025,4160,1450,3,2
140,25043361,1252802,39900,47.416893,-53.527171,1200,1200,2,2
141,24996196, NB081437,39900,45.963703,-66.515733,0,882,3,1
142,24915398, SK909597,40000,50.045502,-108.649874,6000,864,1,1
143,23591225,26459125,40000,49.914573,-74.354729,7080,0,1,1
144,24298492, SK891742,40000,50.735676,-108.760895,6000,780,3,1
145,24907918, SK909241,40000,51.985651,-106.060977,12000,1250,3,1
146,24986602, SK911325,40000,51.264281,-103.737104,11550,636,2,1
147,24093823, SK885682,40000,49.647659,-108.403967,4800,624,2,1
148,24564721,1246359,40000,47.690388,-53.22733,0,1120,2,2
149,25051591, NB081929,40000,47.304762,-68.132079,17760.435,1256,3,3
150,24841071, SK907754,41000,50.453884,-104.626719,3127,592,2,1
151,24841073, SK907744,41000,50.457193,-104.6269,4166,934,2,1
152,24841076, SK907733,41000,50.463341,-104.631232,4993,814,2,1
153,24724446, SK904454,42000,50.878959,-107.378526,7632,742,2,1
154,25038876, SK913524,42000,51.770725,-104.179125,5750,616,2,1
155,24784672, E4309778,42000,53.36932063,-112.6641957,0,1287.36244,3,1
156,24962110, NB081099,42500,47.166333,-67.921409,4791.6,442,1,1
157,25020337,202225150,42500,44.41236262,-65.9976784,0,0,0,0
158,24931799,202224049,42500,49.556852,-101.095881,0,1020,2,1
159,23954850, SK881778,42500,49.876507,-106.559883,3045.42,880,2,1
160,24444195,202211474,42900,49.44687,-100.273555,17000,689,2,1
161,25011339, NB081556,42900,45.950531,-65.940877,21780,684,3,1
162,23773921, A1156806,42900,53.39239,-110.540535,7894,1374,3,2
163,25045432, SK913674,42900,52.864926,-104.329267,12000,907,2,1
164,24498324, SK898150,43000,51.952833,-102.663906,14000,596,1,1
165,25012809, SK911903,43000,51.561943,-101.895995,7050,712,2,1
166,23917044, SK880735,43000,50.844846,-101.702703,10018.8,760,2,1
167,25013792, SK911918,44000,50.458572,-104.624046,3124,714,2,1
168,25027177, SK912230,44000,50.457078,-104.626564,3248,1057,3,1
169,24393711, SK894234,44000,49.745872,-107.49099,6000,997,0,0
170,24851371, SK908002,44500,52.193239,-105.124342,6500,759,2,1
171,24941878,1250672,44700,49.662218,-54.744454,6400,930,3,1
172,24342601, SK892840,44900,50.461219,-104.628007,3119,684,2,1
173,24342765, SK892858,44900,50.456631,-104.630942,3128,924,4,1
174,25023229,13106400,44900,46.72303329,-79.09964653,1116.21643,0,1,1
175,24934964,202224142,44900,50.863936,-98.101498,0,996,3,1
176,24858209, SK908220,44900,50.944173,-104.213178,11250,672,2,1
177,24465894,202211719,44900,49.103537,-96.267247,0,1265,3,1
178,24820760,40316461,44900,51.26721283,-80.64814379,0,0,3,0
179,24913269, NB080597,44900,47.146344,-67.77481,36629.5517,800,0,0
180,24044545, SK884749,44900,51.04563,-105.81914,6550,668,1,1
181,24566195, SK900019,45000,51.04565,-105.82157,6590.86,776,2,2
182,24980698, SK911198,45000,51.04798,-105.82181,6590.76,730,2,2
183,24538875, SK899240,45000,49.144064,-103.010509,6000,900,3,2
184,22049847, NB045318,45000,47.732794,-64.843608,5597.228,820,2,1
185,24990923, SK911418,45000,51.427835,-102.920758,12000,616,1,1
186,24429332, SK895232,45000,51.566751,-101.894534,6500,830,3,1
187,24961638, NB080504,45000,47.811159,-64.54561,14374.8,924,3,1
188,24377570, SK893897,45000,52.15965,-103.52632,6750,720,2,1
189,24019040, SK884185,45000,52.47967,-105.307693,9600,920,2,1
190,25017413,25583201,45000,45.757468,-74.614026,45802,0,1,1
191,24236391, SK890179,45000,50.735956,-108.757784,8625,1104,3,1
192,23855113, A1163829,45000,53.655763,-110.965096,19440,640,3,1
193,24335890, SK892551,45000,50.430971,-107.223625,6000,1078,2,1
194,25041832,202225580,45000,46.21092718,-60.26262974,0,0,1,1
195,24934277, A2003922,45000,55.73667253,-117.2041871,7500,1275,3,3
196,24815597, SK906813,45000,49.645961,-108.402847,3000,640,1,1
197,22403417, N227294,45000,55.33564,-123.1,8858.7,0,0,0
198,22403429, N227309,45000,55.33671,-123.0987,9924.33,0,0,0
199,22403430, N227310,45000,55.33625,-123.0994,9945.85,0,0,0
200,24572551, SK900082,45000,49.648852,-108.403808,7200,816,2,1
201,24839990,202221831,45000,49.599244,-99.862458,0,627,2,1
202,24572551, SK900082,45000,49.648852,-108.403808,7200,816,2,1
203,24773118, E4309381,45725,56.55231378,-115.2628285,0,3254.357526,9,10
204,24801015, SK906584,46666,49.629809,-105.993282,5750,816,2,1
205,24671232, A1240113,46900,52.866865,-112.260931,5500,426,1,1
206,24423287, SK895066,46900,50.458899,-104.621313,3127,894,2,1
207,24777157, SK905925,47000,49.209214,-108.385966,6000,1267,1,1
208,25016226,1252515,47000,46.735716,-53.367995,60984,512,0,0
209,23846498, SK877828,47000,51.921653,-109.13815,6000,650,1,1
210,24660375,28824315,47500,45.9233967,-73.81611404,20287.39,0,2,1
211,24497741,18265430,47500,45.79694445,-76.02650838,9787.61427,0,3,1
212,22403416, N227293,47500,55.33632,-123.0996,9235.44,0,0,0
213,24927054,26728142,47800,46.36579902,-73.058426,13476.4028,0,0,0
214,24491399, SK897961,48000,49.174266,-101.628747,12000,798,3,1
215,25019916,22390227,48000,46.69577847,-70.00218253,5872,1050,3,1
216,24538898, SK899208,48500,49.420049,-107.082011,18000,1024,2,1
217,24838162, SK907636,48500,49.906268,-102.023713,5280,1002,2,1
218,24739944, NB077600,48900,45.29148,-66.066355,13099,660,0,0
219,25008030,14354932,49000,47.51678902,-72.69472126,16389.11414,580,1,1
220,24889971,26831427,49000,47.389528,-78.700917,5500.029983,1665.18,5,2
221,24663407, SK902619,49000,49.003468,-102.547675,5750,969,2,1
222,24954523,14258963,49000,45.67822676,-76.62111188,8138.58479,1452,3,1
223,24705233,202218165,49000,49.270008,-100.995708,6000,625,2,1
224,24976978,17968121,49000,48.83826346,-67.3376725,5625,0,1,0
225,24785759,18177263,49000,46.628861,-70.184922,32300.31112,0,3,1
226,24842339, NB078598,49000,46.4536,-67.37838,0,0,0,0
227,24886779,20058205,49000,46.06176039,-74.18056081,9840.35738,0,0,0
228,24080758,202203055,49000,46.2056091,-60.2560798,0,0,2,0
229,24699767, E4306275,49000,53.10469907,-114.8544465,20473.2,1517.7099,2,1
230,24704574, A1242848,49000,53.10468436,-114.854382,20473.15308,1520,2,1
231,24871025, SK908508,49000,53.364692,-107.520867,6250,580,1,1
232,24273714, SK891212,49000,52.204714,-105.130476,6550,732,2,1
233,24777375, SK905621,49000,52.080882,-109.386194,6500,768,3,2
234,24598676, SK900621,49000,51.91791,-109.13287,12000,1008,3,1
235,23998906,202202738,49000,50.365368,-99.815852,13000,988,3,1
236,24605596, SK901131,49000,49.904853,-102.024642,6000,1160,3,1
237,23950560, SK881694,49000,50.063058,-108.796383,4625,913,2,1
238,24977978, SK911088,49000,49.644594,-104.659514,5750,800,2,1
239,24356079, SK893270,49500,50.378012,-102.584831,20250,966,3,1
240,25032068, A2010015,49800,53.95271692,-115.1401763,8400,836,3,1
241,24641984,1247212,49900,46.893516,-53.597908,9792,1410,4,1
242,24961695,1251886,49900,47.698048,-53.479083,7500,1056,2,1
243,24977298, NB081236,49900,47.58631,-65.76046,17997.2408,710,1,1
244,25051069, NB081821,49900,45.837369,-66.566918,0,768,2,1
245,24627965,18415501,49900,45.664613,-75.457475,10104.08,726.56,2,0
246,24904163,202223384,49900,49.270097,-100.99443,0,1200,3,1
247,24804390, SK906656,49900,49.230215,-102.174227,8625,772,3,1
248,24838156, SK907678,49900,49.207532,-102.014472,9147.6,660,2,1
249,24965618,27194735,49900,45.96841626,-73.89329683,4500.38659,0,3,1
250,24880953, NB079341,49900,46.266333,-66.598869,39708.0271,1200,3,1
251,24173993, X5544938,49900,52.75129512,-113.0813693,0,0,0,0
252,24707575, SK903900,49900,52.846774,-104.051892,0,611,2,1
253,24519610, SK898652,49900,51.565782,-101.90197,5662.8,752,2,1
254,24526231, SK898973,49900,51.636204,-102.436749,5760,1973,4,1
255,23876380, SK878477,49900,51.858166,-101.92331,60390,816,2,1
256,24011040,202202978,49900,52.104547,-101.267538,6500,1232,2,2
257,24052364,40212709,49900,51.25211418,-80.61158785,0,950,3,1
258,24053032,40212377,49900,51.2532159,-80.6129522,0,950,3,1
259,24053592, X5507038,49900,51.25212416,-80.61157392,14400,0,3,1
260,24133493, SK884520,49900,52.067396,-107.427962,17500,540,2,1
261,25060509, SK913950,49900,50.459041,-104.625713,3127,671,3,2
262,24844648, SK907877,49900,50.802625,-106.152562,5736.61,1256,3,2
263,24521182,23010331,49900,46.240309,-70.330011,36282,336,0,1
264,24880953, NB079341,49900,46.266333,-66.598869,39708.0271,1200,3,1
265,24641984,1247212,49900,46.893516,-53.597908,9792,1410,4,1
266,24804390, SK906656,49900,49.230215,-102.174227,8625,772,3,1
267,24838156, SK907678,49900,49.207532,-102.014472,9147.6,660,2,1
268,24904163,202223384,49900,49.270097,-100.99443,0,1200,3,1
269,24961695,1251886,49900,47.698048,-53.479083,7500,1056,2,1
270,24977298, NB081236,49900,47.58631,-65.76046,17997.2408,710,1,1
271,24627965,18415501,49900,45.664613,-75.457475,10104.08,726.56,2,0
272,25051069, NB081821,49900,45.837369,-66.566918,0,768,2,1
273,24965618,27194735,49900,45.96841626,-73.89329683,4500.38659,0,3,1
274,24907980, A2002501,49999,52.4626781,-113.1151927,12000,626,1,1
275,24716861, SK904198,50000,50.372427,-102.575313,6250,990,3,1
276,25001914, E4318129,50000,54.26893938,-110.73423,6989.969021,1189.626228,3,1
277,24930403, A1259532,50000,54.373933,-113.453887,25000,1348,2,1
278,24302452,193828,50000,55.754753,-120.227521,5401.44,963,2,0
279,24867800, A1257036,50000,55.782388,-117.883682,4994.4496,768,3,1
280,24878904, SK908692,50000,52.775226,-108.28468,6000,774,2,1
281,24979679, E4317387,50000,53.88837379,-114.898855,6098.395184,620.00064,1,1
282,24528017, SK899024,50000,51.31134,-104.994088,9000,927,3,2
283,25056885, SK913910,50000,51.314087,-103.984741,0,2339,4,3
284,24671848, A1239841,50000,52.012552,-110.776305,11500,960,3,2
285,24761656,1248679,50000,46.736895,-53.362714,0,4320,4,3
286,24740059, NB077661,50000,46.14928,-67.21748,64529.5805,1200,3,1
287,24817557, SK907030,50000,49.3892,-105.631723,21632,862,2,1
288,24919669, SK909698,50000,49.514594,-108.816773,6050,774,2,1
289,24908412, SK909386,50000,49.173442,-101.792726,6000,672,2,2
290,24711475, NB077292,50000,47.646623,-67.355276,5758.6865,1012,3,2
291,22954865,202106115,50000,49.096828,-100.804067,19800,1120,3,1
292,24652472,16584492,51000,47.008414,-70.359668,15727.13429,0,2,0
293,25022870,202226045,52000,49.560043,-99.293326,9000,740,2,1
294,24571117, NB074577,52000,46.94594,-67.57168,0,710,2,1
295,22403420, N227300,52500,55.33783,-123.1057,10516.3,0,0,0
296,25026618,202226049,52500,54.776061,-101.848687,0,646,2,1
297,25055928, SK913876,52500,52.850339,-104.055857,7620,686,2,1
298,24869988,1249883,52500,47.233475,-55.361984,0,1092,3,2
299,24766138,1248632,52500,48.928023,-55.653743,4050,956,2,1
300,25061382, SK913961,52900,49.880706,-103.435629,6098.4,1152,2,2
301,24434959,21482734,53000,48.76360457,-78.09263753,39998.6524,1173.27,2,1
302,25005320, SK911622,53100,50.457958,-104.622495,3128,1092,4,1
303,24500831, SK898110,53500,52.862913,-104.333257,6000,783,2,1
304,24960607, SK910678,53900,50.100753,-102.629015,6250,1122,2,2
305,24750758, SK904907,54000,51.567948,-101.902203,9681,1268,3,2
306,25034802, SK913426,54000,52.444329,-109.153917,7000,616,2,1
307,24121001, SK886425,54000,50.543005,-103.87949,21875,2919,0,0
308,24908557,202223488,54000,50.772428,-96.989689,0,490,2,1
309,24956241, E4316590,54000,54.06244785,-113.6450653,1291.668,672.528472,2,1
310,24918498,1250434,54000,47.610504,-57.609722,0,820,3,1
311,25048018,1252844,54500,47.630366,-52.945991,5000,1150,3,1
312,24447638,40264694,54500,45.31619137,-79.0632314,0,921.72,2,2
313,24402368,40258945,54500,45.31619137,-79.0632314,0,921.72,2,2
314,24620274, SK901515,54900,50.110108,-106.961545,5625,1180,3,2
315,24939988, SK910100,54900,49.705079,-106.570929,5750,802,2,2
316,24948253, SK910367,54900,51.629143,-106.43862,5662.8,1500,2,1
317,24415904, SK894902,54900,52.771132,-108.284696,6000,572,2,1
318,24658663, A1239187,54900,53.098319,-109.472743,6008,826,1,1
319,24997304, SK911485,54900,51.638524,-102.435443,8712,768,2,1
320,24921732, SK909710,54900,50.45778,-104.637185,3126,648,2,1
321,25046927,202226551,54900,50.695957,-98.033444,0,558,1,1
322,24567579, SK900073,54900,50.449777,-104.593694,0,768,1,1
323,25035829, SK913421,54900,49.806489,-104.159627,12000,2119,3,2
324,25001068, NB081443,54900,46.334841,-66.698016,43560,1797,2,2
325,24227032,20538718,54900,46.722972,-79.097551,828.8203,795.45221,3,1
326,25021843, NB081612,54900,45.903052,-66.582596,0,896,3,1
327,24585637, SK900539,54999,49.879562,-103.436967,6000,974,2,1
328,24540910,28926390,55000,49.75846458,-77.63193577,3500.42028,0,5,2
329,25006461, SK911764,55000,51.260448,-105.989479,11616,1532,4,1
330,25038463, SK913491,55000,51.848697,-105.036676,6000,728,2,1
331,24981226, SK911106,55000,51.371539,-102.446878,14000,831,1,1
332,24683380,202217580,55000,51.233049,-101.3524,0,942,2,1
333,24841062, SK907797,55000,53.199345,-105.774079,6000,1108,3,2
334,24948954, SK910474,55000,52.198682,-105.119764,6550,595,2,1
335,24544400, SK899380,55000,50.931001,-102.807936,7000,754,3,2
336,24457783, SK896000,55000,50.863192,-109.268431,12000,1053,3,2
337,24623701,202216062,55000,50.734172,-101.021663,0,600,1,1
338,25008080,21722935,55000,49.758539,-77.632231,3500.42028,908.47,5,2
339,25008285, SK911763,55000,50.093958,-108.47889,6500,838,2,1
340,25046040,202226534,55000,50.565792,-100.583821,0,1100,2,2
341,25055526, SK913853,55000,50.37538,-102.580632,10000,1248,3,1
342,24169582, SK888549,55000,51.885287,-102.094393,12500,1145,2,1
343,24224303, SK889817,55000,51.937249,-102.537692,5200,560,1,1
344,24737909, A1245515,55000,56.040304,-117.132403,7491,667,1,1
345,22403431, N227311,55000,55.336,-123.0994,14003.85,0,0,0
346,22693974, A1057401,55000,56.1918903,-117.6031417,5991.402018,554,1,1
347,24412101, E4294091,55000,53.70868649,-111.7365114,0,660.042348,1,1
348,24554384, SK899722,55000,53.633416,-109.202104,6375,616,2,1
349,24851879,11256140,55000,46.25414619,-73.21028633,28000,516,1,1
350,25011763,20385257,55000,46.22861633,-71.53002273,46309.52697,0,3,2
351,24841062, SK907797,55000,53.199345,-105.774079,6000,1108,3,2
352,24554384, SK899722,55000,53.633416,-109.202104,6375,616,2,1
353,24906879, E4314724,55345,53.26765737,-113.5439068,6000.013138,1496.1821,1,3
354,24801017, SK906582,55555,49.629759,-105.998555,4600,808,2,1
355,23882475, SK878739,56000,50.684663,-102.476727,13068,1343,2,1
356,24821403,202221272,56000,49.409475,-99.456898,6000,1092,3,2
357,24237314,40236621,56400,45.31619137,-79.0632314,0,921.72,2,2
358,24911768, SK909450,56900,51.562027,-101.892997,12154.76,768,2,1
359,24200288, SK889285,56900,52.983322,-105.430998,6098.4,1138,2,2
360,24495250, M142930,57000,46.67086,-65.137824,0,640,1,0
361,24391658, SK894262,57000,49.389127,-101.598327,5750,807,4,2
362,24732369, SK904574,57000,51.266623,-103.736246,6534,884,2,1
363,24845932, SK907915,57000,51.559474,-101.892216,6100,864,4,2
364,24995901, SK911427,57000,50.470054,-104.611061,6245,748,0,0
365,23798912, E4268719,57000,53.09554943,-111.781988,0,796.5286,1,1
366,24946072,202224370,57500,51.493032,-101.431774,18400,884,2,1
367,24634736, SK901888,57900,51.955139,-102.656801,6250,936,3,2
368,24949925, SK910351,57900,52.870578,-103.357894,23994,1548,4,2
369,24771624, SK905624,58000,49.133978,-102.980218,6000,1066,3,1
370,24778063,202220097,58000,51.146189,-100.040352,0,908,2,2
371,24202200, SK889225,58000,49.646937,-108.412545,4800,724,2,1
372,24644832, SK902222,58000,53.197628,-105.781664,5227.2,636,2,1
373,24758176, SK905436,58000,52.19574,-105.126343,6500,562,2,1
374,24480038,202212317,58500,51.99982,-101.32413,23958,900,3,1
375,25052371, SK913728,58500,50.457812,-104.63563,3128,1051,3,1
376,24828833, SK907380,58700,52.74823,-109.018838,5662.8,706,4,1
377,24620900, A1235462,58822,56.070714,-118.391108,6975.0072,1056,3,1
378,24717667, NB077339,58900,46.5713,-67.67203,108900,800,2,1
379,24100233, SK885823,58900,51.555437,-107.991137,7000,944,2,2
380,25020622,202221340,58900,49.701659,-100.727385,10454.4,560,2,1
381,24596201, SK900881,58900,52.409853,-108.70634,6000,684,3,1
382,24840737,10641449,59000,46.35523097,-70.26063318,5139,528,2,1
383,24679907, NB075908,59000,46.467444,-67.573141,6027.784,720,2,1
384,24817209, SK907016,59000,49.11019,-105.52039,7200,1104,3,2
385,23929534, SK881160,59000,49.173548,-101.797283,6000,708,2,1
386,24180138, SK888796,59000,49.458308,-104.297402,6250,895,2,1
387,25001141,202225427,59000,49.242584,-98.538902,6250,1080,3,2
388,24933626,26472464,59000,46.85297146,-72.47165187,11249.35189,0,6,1
389,25011293,1252442,59000,47.159781,-55.108767,0,815,2,1
390,24929346,11619241,59000,47.93812133,-68.60750688,10874.76817,0,2,1
391,24888948,1249900,59000,47.555381,-53.662969,0,660,2,1
392,24146245, SK887968,59000,49.001309,-102.54662,12500,1056,2,1
393,24713442,1248070,59000,48.993824,-54.8716,0,1075,3,2
394,24699933,9119185,59000,45.90215549,-70.62421053,13530.2223,0,2,1
395,24772552, SK905790,59000,51.487728,-107.52612,7130,753,1,1
396,25006090, A2008229,59000,54.37384923,-113.4548346,12196.8,906,2,1
397,24871421,196293,59000,55.7141614,-120.1325341,7056.72,836,1,1
398,24137394, SK887717,59000,49.632883,-105.99928,5762,960,3,1
399,24734125, SK904711,59000,49.646098,-108.410964,7200,1460,4,1
400,24777642, A1251277,59000,52.69328,-110.139346,15600,1494,2,2
